id,class
3761,U
1897,U
5965,D
149,D
5581,U
3485,U
1853,U
3200,U
2580,U
2556,U
4577,U
3422,U
3137,U
4812,U
1689,U
1576,U
3415,U
1234,U
1815,U
26,U
5792,U
5062,U
2467,U
603,U
1245,U
1082,U
1149,U
1647,U
1439,U
3701,U
444,U
4551,U
3625,U
2901,D
5220,U
3317,U
2886,D
2352,U
5730,U
498,U
40,U
2508,U
3467,U
4253,U
3160,D
5928,U
659,U
4655,U
235,U
901,U
3628,U
3572,U
2466,U
127,U
3409,U
948,U
1257,U
2395,U
650,U
712,U
4634,U
4342,U
755,U
1017,U
5021,U
3318,U
1772,U
3948,U
4718,U
5324,U
64,U
1814,U
467,U
1678,U
5425,U
5784,U
4986,U
4438,U
2009,U
5816,U
3011,U
4841,U
5385,U
1006,U
2427,U
3287,D
5005,U
1964,U
2815,U
172,U
4346,U
4249,U
4477,U
5846,U
954,U
2601,U
5496,U
2877,U
2719,U
1750,U
4950,U
5848,U
4765,U
5766,D
4338,U
5069,U
5959,U
5482,U
3869,U
5778,U
3811,U
3915,U
3881,U
4452,U
5386,U
5293,U
2311,U
2910,U
1012,U
1172,D
3614,U
4429,U
5635,U
3110,U
5061,U
1147,U
5594,D
5279,U
5586,U
5803,U
5185,U
5577,U
140,U
2110,U
1659,U
2072,U
2757,U
2182,U
4185,U
4678,U
730,U
3952,U
3435,U
1137,U
1236,U
5126,U
2495,U
3604,U
756,U
2649,U
1681,U
5452,D
1344,U
970,D
2062,D
2490,U
973,U
109,U
1458,U
3870,U
1315,U
4522,U
5312,U
2895,U
2215,U
1639,U
4484,U
4681,U
2936,U
3645,U
4138,U
5862,U
4923,U
4603,U
5389,U
5013,U
5326,U
2956,U
2754,U
2954,U
1899,U
272,U
899,U
1356,U
4613,U
897,U
4242,U
5681,U
5538,U
2614,U
465,U
5173,U
2731,U
5768,U
5638,U
2753,D
3248,U
1267,U
3140,U
1412,U
5363,U
3646,U
1586,U
5381,U
661,U
4142,U
208,D
212,U
663,U
3731,U
3547,U
5741,U
1175,U
648,U
229,U
2276,U
853,U
2973,U
4189,U
2943,U
5075,D
3743,U
3254,U
5120,U
4680,U
1329,U
4273,U
5056,U
2380,U
5431,U
5433,U
2823,U
4500,U
5512,U
5585,D
5596,D
4581,U
4227,U
3983,U
4099,U
1905,U
4946,U
4508,D
3899,U
2932,U
1883,U
5116,U
4833,U
3443,U
2399,D
5174,U
4720,U
5821,U
633,D
2039,U
563,U
4879,U
201,U
4747,U
3388,U
211,D
2880,U
4532,U
1682,U
3408,U
1153,U
4869,U
3403,U
1230,U
2161,U
4056,U
3661,U
5328,U
693,D
2575,U
5175,U
3005,U
5894,U
2055,U
4000,U
2559,U
98,U
3851,U
538,U
1515,U
4840,U
1918,U
2355,U
1498,U
2327,U
435,U
3347,U
801,U
5168,U
32,U
397,U
1856,D
1936,U
1285,U
5285,U
606,U
5675,U
2163,U
3038,U
393,U
885,U
3530,U
1190,U
4061,U
2191,U
3453,U
4011,U
5636,U
3724,U
5850,U
1071,U
3996,U
1302,U
763,U
5514,U
93,U
836,U
3965,U
3780,U
2361,U
1517,D
5956,U
3910,D
2148,U
3163,U
2308,U
5658,U
3688,U
3999,U
5944,U
5215,U
4143,U
1686,D
5589,U
1731,U
1762,D
1726,U
433,U
5456,D
2302,U
5506,U
1373,U
1210,U
5364,U
788,U
2418,U
2293,U
5397,U
247,U
3562,U
1009,U
4949,U
283,U
1941,U
3071,U
3644,U
5501,U
5579,U
2927,U
1325,U
4137,U
240,U
3218,D
4708,U
711,D
5108,U
5562,U
1865,U
1226,U
847,U
5270,U
5140,U
5242,U
3775,U
4831,U
5468,U
2119,U
3707,U
3297,U
3524,U
5252,U
5598,U
1612,U
4473,U
2514,U
3788,U
2189,U
4417,U
5407,U
2360,U
5308,U
2544,U
5015,U
738,U
3726,U
1909,U
1547,U
2389,U
16,U
5162,U
3728,U
1557,U
2088,U
337,D
4524,U
2669,U
4411,U
3909,U
1562,U
3274,U
2704,U
5942,U
2304,U
4221,D
48,U
4820,U
4373,U
3739,D
4691,U
1625,U
4155,U
1467,U
1901,D
2913,U
2505,U
1251,U
4413,U
2121,U
2370,U
3131,U
3880,D
1203,U
940,U
4151,U
5812,U
1129,U
1952,D
4055,U
5929,U
4316,U
2254,U
20,U
777,U
5280,U
543,U
2289,U
5954,D
76,U
2571,D
1025,D
653,U
1091,U
357,D
2920,U
5277,U
5319,U
42,U
2093,U
4025,U
2512,U
2892,U
4112,U
1224,U
4717,U
4238,U
4368,U
4048,U
1170,U
3500,U
3249,D
400,U
1426,U
4503,U
772,U
2413,U
856,U
3046,U
5233,U
3922,U
2446,U
5893,U
3115,U
3502,U
722,U
520,U
5920,U
3884,U
5200,U
3298,U
5092,U
3027,U
2221,U
5453,U
5017,U
1386,U
923,U
3980,U
2357,U
2930,U
3848,U
5864,U
5441,U
2623,U
3825,D
5728,U
198,D
3940,U
5976,U
2205,U
441,U
5561,U
4442,D
4647,U
2602,U
895,U
4741,U
5329,U
1721,U
5939,D
5975,U
489,U
4194,U
286,D
1670,U
4547,U
371,U
1196,U
4314,U
974,U
5458,U
3755,U
1561,U
4276,U
3,U
2960,U
2136,U
3351,U
804,U
4518,U
5414,U
43,U
159,D
2722,U
1783,U
2542,U
4278,U
5258,D
1016,U
3039,U
1663,U
909,U
3984,U
5190,U
3620,U
3690,U
1114,U
3285,D
2227,U
37,U
377,U
3499,U
4096,D
4305,U
4336,U
1271,U
289,U
4975,D
5699,U
5889,U
2762,U
5687,U
861,U
2291,U
4590,U
2833,D
3413,U
5770,U
418,U
1019,U
45,U
3041,U
3738,U
874,D
866,U
1637,U
3360,U
128,U
4303,U
3057,U
564,U
4396,U
3986,U
5410,D
5639,U
5113,U
5054,U
2128,U
5861,U
462,U
2557,D
3902,U
73,U
5973,U
4543,U
675,U
1186,U
2944,U
3340,D
1417,D
386,U
69,U
3853,D
2058,U
1938,U
2673,U
1376,U
1805,U
3981,U
4094,U
5136,U
2518,U
5840,D
2246,U
2574,U
304,D
2699,U
509,U
1377,U
4254,U
1563,U
975,U
696,D
3146,U
4451,U
4009,U
1513,U
5955,U
4269,U
1641,U
2907,U
5378,U
3446,U
1777,U
3193,U
2661,U
3209,U
4428,U
3659,U
5287,U
630,U
5899,U
4883,U
250,D
2257,U
4367,U
3161,U
2806,U
655,U
381,U
919,D
368,U
3534,U
1536,D
579,U
1999,U
2903,U
2330,D
275,U
2548,U
1802,D
1500,D
3429,U
2127,U
4511,U
5933,U
1881,D
487,U
5488,U
1980,U
308,U
4460,U
833,U
652,D
1794,D
15,U
2891,U
1318,U
5418,U
2120,D
3566,U
4015,D
4989,U
1946,U
2533,U
3862,U
3252,U
1425,U
3384,U
631,U
3390,U
1748,U
5336,U
614,U
3766,U
1159,D
330,U
4382,U
3813,U
4509,U
3271,U
642,U
3617,U
2837,U
1036,U
416,D
14,D
4290,U
2916,D
2094,U
223,U
3304,U
4173,U
5171,D
3344,U
331,U
3988,U
4805,U
690,U
2197,U
230,U
367,U
4459,U
626,U
4495,U
2431,U
4052,U
3895,U
937,U
4782,U
5194,U
5881,U
2875,U
3074,U
4261,D
1880,U
5573,U
5621,U
3154,D
4489,U
3649,U
2298,U
2663,U
505,U
4301,U
3326,U
5767,D
3162,U
3586,U
561,U
2334,U
459,U
46,U
96,U
5089,U
1253,U
5283,U
3776,U
4925,U
3109,U
4093,D
2179,U
1046,U
228,D
2462,U
610,U
5971,U
4461,U
2175,U
1140,U
4038,U
13,U
2307,U
4081,U
3605,U
3733,U
1450,U
3600,U
775,U
5780,U
5672,U
1596,U
1293,D
4092,D
4485,U
5571,U
63,U
1556,U
4699,U
156,U
2701,U
2401,U
5435,U
5359,U
3703,U
340,U
598,D
2314,U
4149,U
4002,U
5098,U
3941,U
2777,U
3682,D
5368,U
17,U
3420,U
4334,U
104,U
928,U
1877,U
976,U
4040,U
1917,D
4921,U
1319,U
3546,U
5472,U
2545,U
5528,U
4108,U
1568,U
4670,U
4569,U
1206,U
2627,U
5391,U
1309,U
3858,D
5879,D
4372,U
2402,U
5515,U
5222,U
887,U
4088,U
5167,U
3653,U
5841,U
4323,U
5051,D
4219,U
1785,U
470,D
2782,D
3051,D
1222,U
5228,U
1326,U
4023,U
2502,U
5660,U
5406,U
4135,U
1463,U
4575,U
1122,U
5758,U
3872,U
1862,U
2647,U
3908,U
239,D
0,U
3774,U
577,U
3606,U
5037,U
5516,U
3398,U
1914,U
1644,U
3256,U
3364,U
3081,U
3515,U
2763,U
5826,U
3253,U
2340,U
3933,U
1724,U
3752,U
3034,U
4837,U
2788,U
2675,U
2025,U
4822,U
3698,D
111,U
179,U
3736,D
875,U
950,U
2746,U
4574,U
5913,U
5473,U
4624,U
2210,U
31,U
3002,U
2570,U
3177,U
2964,U
2303,D
2336,U
5091,U
5153,U
625,D
3642,U
446,U
860,U
1716,U
110,U
4612,U
5707,U
5156,U
4738,U
3134,U
2644,D
2498,U
3126,U
398,U
2346,U
3291,U
2444,U
2358,D
2281,U
558,U
1691,U
5572,U
4669,U
4443,U
666,U
5339,U
5477,U
1831,U
764,U
1622,D
4296,D
5809,U
2359,U
4793,U
2595,U
1225,U
769,D
1133,U
5206,U
1698,U
4626,U
5930,U
5231,U
1836,U
199,U
4167,U
5115,U
2992,U
1296,D
951,U
898,U
535,U
4951,U
4730,U
5034,U
1310,U
1685,U
4074,U
4506,U
325,U
2172,U
1398,D
4804,U
4533,U
2981,U
5347,U
2160,U
2864,U
3610,U
1068,U
5130,U
4130,U
2915,U
1889,U
5131,D
4788,U
1349,U
1530,U
570,U
4839,U
3671,U
3145,U
882,U
4236,U
4588,U
5491,U
5908,U
4239,U
1446,U
3266,U
2527,U
3927,U
718,U
3748,U
780,U
5219,U
5891,U
4419,U
2674,U
2455,D
3735,U
3905,U
1709,U
4854,U
1583,U
5603,U
2103,U
5046,U
5415,D
4075,U
2167,U
245,U
5890,U
812,U
4140,U
918,U
2540,U
3842,D
3501,U
2926,U
2406,U
2151,U
4601,U
1051,D
5147,U
2193,U
1915,U
5344,D
1208,U
4873,U
4007,U
687,U
2116,U
1314,U
234,U
1703,U
2157,U
3343,U
2831,U
5159,U
439,U
3181,U
1280,D
1669,U
5193,U
3465,U
4774,U
4196,U
3015,U
2268,U
5490,U
3052,U
4114,U
2325,U
2194,U
843,U
1727,U
472,U
1011,U
5659,U
3567,U
2740,U
2550,U
4941,U
1565,U
4402,U
177,U
5052,U
1617,U
264,U
5438,U
5142,U
4022,U
3577,U
254,U
3407,U
3389,U
282,U
2267,U
852,U
4008,U
3290,U
1180,U
2030,U
3763,U
929,U
88,U
3434,U
4672,U
1590,U
2350,U
5691,U
5710,U
2967,D
5607,U
2486,U
2691,U
2239,U
261,U
5948,U
778,U
5149,U
5124,U
4307,U
2134,U
4064,U
4078,U
1371,U
1966,U
4062,U
313,U
448,U
3089,U
2371,U
341,U
5682,D
2607,U
3634,U
413,U
3277,D
4131,U
5469,U
5143,D
3601,U
1519,U
2363,D
4302,U
689,U
2887,U
4571,U
3350,U
4053,U
499,D
5177,U
5353,U
4073,U
4154,U
1508,U
5584,U
3069,U
4161,U
5602,U
4861,U
5834,U
4122,U
3608,D
4157,U
3262,U
5269,U
2986,U
3759,U
2890,U
754,U
3709,U
3496,U
5600,U
2132,U
4582,U
623,U
4365,D
2018,U
5608,U
5371,U
47,U
2882,U
991,U
4039,U
4433,U
805,U
3017,U
3423,U
4737,U
4877,U
5574,U
1496,U
4471,U
218,U
5676,U
3445,D
504,U
3897,D
3978,U
4412,U
122,D
5578,U
5050,U
992,U
2171,U
2538,U
768,U
2263,U
549,U
2433,U
1809,U
273,U
955,U
5446,U
2961,U
3648,U
2085,U
4707,U
1083,U
4806,U
5380,U
4446,U
4987,U
671,D
4162,U
5022,U
2494,U
5484,U
4010,U
3439,U
152,U
4611,U
2447,U
4811,U
2434,U
3889,U
3579,D
2539,U
5912,U
2934,U
5342,U
747,U
5417,U
2931,U
3111,U
5656,U
1933,U
3611,D
315,U
3583,U
5677,U
3486,U
2115,U
3557,U
5057,U
1263,U
2353,U
609,U
5774,U
5087,U
3552,U
2102,U
3395,U
5667,U
1633,U
628,U
3353,U
2894,U
840,U
3070,D
2282,D
1660,U
1776,U
1384,U
980,D
2288,U
3101,U
4902,U
984,U
3522,U
4808,U
4388,U
926,U
182,U
1695,U
2429,U
4306,U
2271,U
5738,U
758,U
1769,U
2426,U
2851,U
141,U
2638,D
3911,U
5539,U
1400,U
5421,U
2608,U
5047,U
5968,U
4228,D
930,U
5236,U
3355,U
594,U
3354,U
5765,U
2487,U
3516,U
632,U
5000,D
2658,U
5810,U
58,D
1233,U
2760,D
1628,U
2855,U
3129,U
1840,U
1589,U
4947,U
3597,D
5626,U
1956,D
2752,D
2834,U
1512,U
1697,D
942,D
4434,U
3917,U
3947,U
2737,U
934,U
4586,U
3750,D
4124,U
978,U
3904,U
3939,U
1516,U
2721,U
5900,U
5204,U
2135,U
4659,U
539,U
762,U
5837,U
748,U
2999,U
3098,U
269,U
2972,U
2935,D
5237,U
4639,U
9,U
2911,U
1276,U
5529,U
2897,U
1419,U
731,U
5827,U
4224,U
2816,U
5937,U
915,U
752,D
2812,U
834,U
5755,D
2396,U
2829,U
4054,D
2985,U
2245,U
5419,U
4287,U
4469,U
1912,U
2240,U
3687,D
297,U
2905,U
5212,U
336,U
931,U
3232,U
5519,U
4217,U
566,D
884,U
1675,U
485,U
4481,U
3432,U
91,U
3758,U
1968,D
2904,U
2654,U
2180,U
1531,U
2275,D
5690,U
3245,D
3033,D
5974,U
2862,U
2941,U
1778,U
2950,U
3866,U
4134,U
5706,U
677,U
3541,U
5757,U
2449,U
3538,U
3393,U
2819,U
5099,U
4505,U
2187,U
1673,D
3548,U
816,D
4352,D
5604,U
270,U
2579,U
4828,U
5296,U
1566,U
4597,U
2635,U
1922,U
2053,U
4350,U
2919,D
3891,U
2458,U
3151,D
51,U
256,U
2347,U
4736,U
4320,U
1476,U
4683,U
3040,U
5788,U
4791,U
4965,U
3324,U
5460,D
2599,U
4907,U
4834,U
7,D
1340,U
3578,U
850,U
4980,U
132,U
1854,U
1438,U
635,U
878,U
3622,U
946,U
3112,D
5104,U
3976,U
4504,U
618,U
5951,U
708,U
5593,U
4525,U
4819,U
3993,U
1742,U
4739,U
4409,U
3920,U
2785,U
5799,U
3864,U
2324,U
750,U
1822,U
5720,U
2676,U
4102,U
4792,U
662,U
2231,D
1056,D
86,U
326,D
2216,U
3737,D
5536,U
2629,U
854,U
2258,U
2146,U
5804,U
4105,U
1166,U
4913,U
3325,U
5697,U
3513,U
5476,U
2176,U
1065,U
3708,U
190,D
480,D
3416,U
1213,U
952,U
451,U
1747,U
4528,U
1733,U
3433,U
5440,D
2504,U
5654,U
389,U
5533,U
3795,U
4426,U
417,U
4592,U
2693,U
615,U
5735,U
3769,U
1125,U
2787,U
3205,U
2162,U
5119,U
5795,U
3793,D
2154,U
4229,U
4465,U
5042,U
1994,U
2407,U
5218,U
824,U
4648,U
3239,U
5521,U
4843,U
5611,U
372,U
1871,U
365,U
4918,U
1895,U
1973,U
1907,U
2922,D
1272,U
1795,U
2488,U
4284,U
1924,U
4329,U
1739,D
5475,D
2035,D
2354,U
4827,U
2411,U
4778,U
5749,U
1837,U
1910,U
1533,U
2164,U
4848,U
5670,U
2391,U
366,U
1043,U
65,U
4964,U
3982,U
4909,U
1893,U
5962,U
2619,U
226,U
3215,U
5333,U
3713,U
1913,U
3662,U
556,U
746,U
4110,U
3799,D
5114,U
1825,U
2333,U
4280,U
932,U
251,U
4295,U
4292,U
3135,U
2933,U
1846,U
1863,U
5853,U
1570,U
5020,U
471,U
2366,U
1580,U
4310,U
4539,U
4549,U
2662,U
1255,U
1177,U
645,U
2750,U
1437,U
354,U
329,U
2726,U
2537,U
2995,U
2445,U
1666,U
1112,U
2158,U
3956,D
131,U
1839,D
4596,U
5963,U
2345,U
147,U
962,U
4815,U
2375,U
5663,U
5152,U
4230,U
3787,U
2799,U
112,U
4752,U
508,U
4436,U
3185,U
3348,U
3417,U
3328,U
4440,U
4746,U
5508,U
510,U
203,U
4940,U
1702,U
5746,U
1948,U
3267,U
2951,U
3602,U
1931,U
2394,U
4172,U
908,U
334,U
1621,U
826,U
4674,U
1049,U
1460,U
167,U
3401,U
1268,U
2045,U
5513,D
568,U
2975,U
4168,U
160,U
2749,U
5839,U
363,U
4012,U
501,U
2565,U
4996,U
1781,U
224,U
5178,U
5966,U
1541,U
5640,U
3001,U
4709,U
4324,U
4243,U
714,U
3086,U
855,U
4439,U
2301,U
1587,U
4727,U
5448,U
969,D
4232,U
5413,U
2695,U
5895,U
2351,U
52,U
5759,U
2818,U
2979,U
85,U
2481,U
800,U
2201,U
1779,U
2006,U
1510,U
5787,U
3660,U
4349,U
2888,D
845,U
5382,U
348,U
502,U
4787,U
4768,U
998,U
2918,U
3924,U
827,U
3843,U
3484,U
4726,U
2899,U
1313,U
1874,U
392,U
1630,U
4020,U
5548,U
814,U
3120,U
5026,U
993,U
23,U
5923,D
4687,U
2620,U
248,U
2774,U
3323,U
406,U
5403,U
5480,U
5289,D
5083,U
2940,U
4629,U
1573,U
241,U
4890,U
4317,U
4750,D
2860,U
3681,U
2618,U
5118,U
4513,U
5819,U
2192,U
2374,U
511,U
4719,U
5740,U
1258,U
1464,U
4722,U
2684,U
939,U
1423,U
2098,U
3357,U
802,U
243,D
162,U
5257,D
2949,U
935,U
1738,U
5278,U
1743,U
1100,U
1217,U
4905,U
3918,U
1989,D
3374,U
2356,U
3685,U
3459,U
5726,U
1720,U
2130,U
627,U
5436,U
1763,U
1347,U
529,U
1121,U
5524,U
5532,D
3117,U
5393,U
2681,U
3563,U
5614,U
5885,U
3665,U
2405,U
1646,U
3367,U
2241,U
5619,U
2585,U
436,U
302,U
2751,D
3476,U
1262,U
3558,U
5103,U
5392,U
2531,U
4939,U
5211,U
1758,U
310,U
4818,U
107,U
5838,U
5653,U
795,U
1884,U
5223,U
5820,U
176,D
4593,U
1953,U
3694,U
3745,U
2097,U
3553,U
2914,U
3854,U
1972,U
1886,U
4801,U
4761,U
3315,U
4125,U
1539,U
3640,U
2372,U
5023,U
5191,U
1341,D
3492,U
119,U
123,U
1101,D
5601,U
2597,U
274,U
3243,U
3883,U
3441,U
1215,U
2775,U
5867,U
3477,U
4538,U
2339,U
545,D
1705,U
1045,D
3938,U
2017,U
4267,U
839,U
3727,U
434,U
3195,U
5569,D
4555,U
2023,U
216,U
4499,U
4633,U
1379,U
5060,U
4684,U
3582,U
407,U
345,U
5450,U
2517,U
1930,U
3300,U
1768,U
4968,U
1327,U
602,U
1410,U
1111,U
4576,U
1183,U
1798,U
5420,U
475,D
1595,U
74,U
1699,U
1640,U
165,U
3216,U
362,U
773,U
5683,U
3673,D
5718,U
4982,U
5112,U
3332,U
5161,U
2630,U
3227,U
4853,U
1484,U
1765,U
3302,U
2294,U
1102,U
5616,U
2857,D
5666,U
2908,U
4997,U
2796,U
4003,U
4849,U
5760,D
263,U
5549,U
2507,U
721,U
1983,U
1284,U
3650,U
664,U
2123,U
4847,U
4641,U
5661,U
2478,U
5396,U
1859,U
1144,U
680,U
195,U
5863,U
2717,U
605,U
3301,U
4859,U
3356,U
2070,U
5262,U
1459,U
3960,U
4621,U
1028,D
4512,U
1552,D
612,U
2871,U
4271,U
5643,U
4326,U
1361,U
3846,U
965,U
1526,U
5634,U
580,U
2387,D
349,U
4256,U
4492,U
1820,U
2376,U
3710,U
1787,D
819,U
5311,U
4385,U
4158,U
5590,U
5927,U
4422,U
766,U
4017,U
5464,U
2475,U
1604,U
4653,U
5556,U
5428,D
3669,U
5582,U
4235,D
1382,U
5196,U
4327,U
2596,U
2725,U
5086,U
2153,U
869,U
2569,U
744,U
2821,D
3785,U
5751,D
4355,U
3077,U
5814,U
1290,U
2463,D
3655,U
3180,U
3806,U
1892,D
1457,U
2528,U
5941,U
2709,U
4917,U
4862,U
3255,U
4395,U
3828,U
2147,U
636,U
4456,D
327,U
4698,U
5926,U
2827,U
1518,U
3091,U
2990,U
4767,U
2073,U
2105,U
2152,U
5657,U
1527,D
1266,U
2067,D
4086,U
318,D
3564,U
1096,U
1520,U
1189,U
3892,U
4649,U
4268,U
4715,U
790,U
3023,U
5210,U
1414,U
1507,U
3845,U
3973,U
3352,U
1810,U
2761,U
2703,U
3770,U
858,U
1967,D
3495,U
5716,U
2079,U
4740,U
667,U
4043,U
4959,U
922,D
454,U
4405,U
233,U
4111,U
4855,U
5267,U
936,U
5199,U
4361,U
3284,U
2211,U
3893,U
1729,U
2218,U
3376,U
3204,U
144,U
5946,U
3335,U
1021,D
4864,U
1605,U
4408,U
3616,U
5647,D
4572,U
3060,U
5507,U
5032,U
771,U
1407,U
1713,U
4825,U
4867,U
4656,U
1072,U
2419,D
2051,D
870,U
415,U
2835,U
4393,U
3951,U
3426,U
5139,U
3331,U
3010,U
5144,U
5580,U
404,U
1773,U
4971,U
2014,U
265,D
2628,U
2682,U
1292,U
1108,U
2048,U
5860,U
3627,U
5874,U
2440,U
1351,U
1494,U
4714,U
1197,U
3819,U
3207,U
3668,U
2432,U
5880,U
4347,U
723,U
2758,U
2398,D
5365,U
3875,U
5454,U
5341,U
2232,U
4322,U
4605,U
5713,U
4908,D
2388,U
1123,U
830,U
4018,U
2637,U
3979,U
4756,U
3494,U
1395,U
3593,U
5138,U
2114,U
2666,U
1127,U
5813,U
3903,U
3292,U
2297,U
5012,U
702,U
794,U
525,U
3576,U
1076,U
205,U
517,U
4553,U
2089,U
5362,U
2793,U
3635,U
1959,U
1876,U
3412,U
5049,U
2800,U
1951,U
5921,U
3107,U
3172,U
3839,U
2522,U
4967,U
5351,U
1023,U
2126,U
469,U
2104,U
2165,D
550,D
3786,U
1403,D
5794,U
380,U
2976,D
5035,U
911,U
4599,U
787,U
5084,U
4199,U
3718,U
1495,U
5295,U
3789,U
4676,U
2543,U
4050,D
2789,U
2262,U
3370,U
2209,U
2730,U
2111,U
1404,U
4487,U
729,U
5059,U
5859,U
4667,U
2212,U
2863,U
1745,U
5286,U
1300,U
1286,U
938,U
2745,D
3677,D
3657,U
1007,U
821,U
423,U
2069,D
278,U
4370,U
5544,U
252,U
1927,U
5388,U
554,U
3084,U
2530,U
881,U
2464,U
1038,U
3489,U
2078,U
3517,U
1668,D
1624,U
1088,U
399,D
130,D
260,U
3165,U
1162,U
1616,U
4340,U
4379,U
740,D
4190,D
1875,U
4300,D
5801,U
2243,U
2591,U
3003,U
1538,U
553,U
3871,U
4262,D
4001,U
2456,U
183,U
1548,U
266,U
5527,U
3361,U
542,U
328,D
3309,D
5166,U
688,D
1201,U
658,U
4311,U
5432,U
492,U
3778,U
1048,U
4990,U
5495,U
4895,U
3520,U
4638,U
2929,U
3603,U
1657,U
1826,D
3527,D
1350,U
1771,D
1816,U
4635,U
4150,U
705,D
3213,U
5338,U
1037,U
3362,U
1474,U
3607,U
3206,U
1022,U
761,U
644,U
3314,D
5263,U
4922,U
4970,U
3967,U
1623,D
3018,U
2483,D
3242,U
2264,U
2031,D
3561,U
1281,U
3741,U
2667,U
450,U
2256,U
5777,U
4530,U
1749,U
